id,title,tagline,release_date,genres,belongs_to_collection,original_language,budget_musd,revenue_musd,production_companies,production_countries,vote_count,vote_average,popularity,runtime,overview,spoken_languages,poster_path
629,The Usual Suspects,Five Criminals. One Line Up. No Coincidence.,1995-07-19,Drama|Crime|Thriller,,en,6.0,23.341568,Blue Parrot Productions|Bad Hat Harry Productions,United States of America,3334.0,8.1,16.302466,106.0,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",Español|English|Français|Magyar,<img src='http://image.tmdb.org/t/p/w185//jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg' style='height:100px;'>
117164,Guardian Angel,She's no angel of mercy.,1994-11-22,Action|Thriller|Drama,,en,,,,,3.0,6.3,0.595949,93.0,"Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",,<img src='http://image.tmdb.org/t/p/w185//hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg' style='height:100px;'>
11448,Mighty Aphrodite,,1995-09-13,Comedy|Romance,,en,15.0,6.7,Miramax Films|Magnolia Pictures,United States of America,145.0,6.7,15.899134,95.0,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",English,<img src='http://image.tmdb.org/t/p/w185//2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg' style='height:100px;'>
49133,Lamerica,,1994-01-01,Drama|Foreign,,it,,,,Italy|France|Switzerland,11.0,7.7,1.361286,116.0,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",shqip|Italiano,<img src='http://image.tmdb.org/t/p/w185//407nYlg60AOj95lqDZ4tvUTTm1k.jpg' style='height:100px;'>
26441,The Big Green,The biggest kick of the year!,1995-09-29,Action|Adventure|Comedy|Family,,en,,,Walt Disney Pictures|Caravan Pictures,United States of America,41.0,5.2,5.9827639999999995,100.0,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",English|Deutsch,<img src='http://image.tmdb.org/t/p/w185//erWfSEcjO4LG69Tlm2mED5JMSqH.jpg' style='height:100px;'>
97406,Georgia,The toughest act to follow was their dreams.,1995-05-19,Drama,,en,,,Miramax Films|CiBy 2000,France|United States of America,15.0,6.1,4.093443,115.0,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",English,<img src='http://image.tmdb.org/t/p/w185//5OTTRuKfiso75xofN8Vl5mRXOQP.jpg' style='height:100px;'>
124057,Kids of the Round Table,,1997-07-08,,,en,,,Telefilm Canada|Melenny Productions,,1.0,3.0,0.307075,89.0,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",English,<img src='http://image.tmdb.org/t/p/w185//tL9ImxOccEshRlgmrKQabKH2tCd.jpg' style='height:100px;'>
9089,Home for the Holidays,We'll do it every year..until we get it right,1995-11-02,Comedy|Drama|Romance,,en,,17.519169,Paramount Pictures|Egg Pictures|PolyGram Filmed Entertainment,United States of America,39.0,6.3,8.416802,103.0,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",English|Español,<img src='http://image.tmdb.org/t/p/w185//97EKLaslQ4gzkvALtqGCDOmsGHk.jpg' style='height:100px;'>
11010,The Postman,,1994-09-22,Comedy|Drama|Romance,,it,,,,Belgium|France|Italy,181.0,7.6,10.168436999999999,108.0,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,Italiano|Español,<img src='http://image.tmdb.org/t/p/w185//qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg' style='height:100px;'>
99040,The Confessional,,1995-09-29,Thriller|Drama|Mystery,,fr,,,,Canada,2.0,6.5,0.12078900000000001,100.0,"The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",English|Français,<img src='http://image.tmdb.org/t/p/w185//8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg' style='height:100px;'>
11359,The Indian in the Cupboard,,1995-07-14,Adventure|Family|Fantasy,,en,45.0,,Paramount Pictures|Columbia Pictures Corporation|The Kennedy/Marshall Company,United States of America,136.0,5.9,10.673296,96.0,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,English,<img src='http://image.tmdb.org/t/p/w185//l16BtfILyWxYwSqzofL3V1rMSwe.jpg' style='height:100px;'>
17182,Eye for an Eye,What do you do when justice fails?,1996-01-12,Drama|Thriller,,en,20.0,,Paramount Pictures,United States of America,65.0,5.8,4.733526,101.0,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",English|Français|한국어/조선말|Español,<img src='http://image.tmdb.org/t/p/w185//y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg' style='height:100px;'>
2054,Mr. Holland's Opus,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",1995-12-29,Music|Drama|Family,,en,,106.269971,Hollywood Pictures|The Charlie Mopic Company|PolyGram Filmed Entertainment|Interscope Communications,United States of America,115.0,6.9,7.137117,137.0,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",English,<img src='http://image.tmdb.org/t/p/w185//jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg' style='height:100px;'>
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",1996-01-12,Comedy,,en,,,Miramax Films|Island Pictures|Ivory Way Productions,United States of America,192.0,6.2,11.700115,89.0,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",English|Español,<img src='http://image.tmdb.org/t/p/w185//l6D9f9WbxdI4tyCmJGs56y8tQla.jpg' style='height:100px;'>
19760,Two If by Sea,"A new comedy about love, laughter, and larceny",1996-01-12,Comedy|Romance,,en,,,Warner Bros.|Morgan Creek Productions,United States of America,14.0,4.5,2.174487,96.0,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",English,<img src='http://image.tmdb.org/t/p/w185//e0iwJJiLjk8Z6A9TuL3neX504H3.jpg' style='height:100px;'>
9536,Bio-Dome,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,1996-01-12,Comedy,,en,15.0,,Metro-Goldwyn-Mayer (MGM)|Motion Picture Corporation of America (MPCA)|3 Arts Entertainment|Weasel Productions,United States of America,110.0,4.4,6.387469,88.0,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",English|Pусский,<img src='http://image.tmdb.org/t/p/w185//1bAUaipv3gDU1pATGwziyq1VTwZ.jpg' style='height:100px;'>
11525,Lawnmower Man 2: Beyond Cyberspace,"God made him simple. Science made him a god. Now, he wants revenge.",1996-01-12,Action|Science Fiction,The Lawnmower Man Collection,en,,2.409225,New Line Cinema,United States of America,32.0,2.8,2.49535,92.0,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",English|Magyar,<img src='http://image.tmdb.org/t/p/w185//i0hBsWBLw64XRehFzCL44PaCs1y.jpg' style='height:100px;'>
40628,Two Bits,You're never too old to believe in a dream. Or too young to make one come true!,1995-10-22,Drama|Family,,en,,,Miramax Films,United States of America,11.0,5.4,4.046208,85.0,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",English,<img src='http://image.tmdb.org/t/p/w185//k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg' style='height:100px;'>
4482,French Twist,,1995-02-08,Comedy|Romance,,fr,,,Renn Productions|Les Films Flam|TF1 Films Production|Canal+,France,43.0,6.0,2.518051,95.0,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",Français|Español,<img src='http://image.tmdb.org/t/p/w185//dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg' style='height:100px;'>
10634,Friday,A lot can go down between thursday and saturday...,1995-04-26,Comedy,Friday Collection,en,3.5,28.215918,New Line Cinema,United States of America,513.0,7.0,14.56965,91.0,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",English,<img src='http://image.tmdb.org/t/p/w185//kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg' style='height:100px;'>
755,From Dusk Till Dawn,One night is all that stands between them and freedom. But it's going to be a hell of a night.,1996-01-19,Horror|Action|Thriller|Crime,From Dusk Till Dawn Collection,en,19.0,25.836616,A Band Apart|Dimension Films|Los Hooligans Productions|Miramax,United States of America,1644.0,6.9,15.339153,108.0,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",English|Español,<img src='http://image.tmdb.org/t/p/w185//ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg' style='height:100px;'>
11859,Fair Game,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,1995-11-03,Action|Thriller|Romance,,en,50.0,11.534477,Silver Pictures|Warner Bros.,United States of America,54.0,4.1,5.912223,91.0,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",English|Español,<img src='http://image.tmdb.org/t/p/w185//ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg' style='height:100px;'>
28387,Kicking and Screaming,Anxiety loves company.,1995-10-06,Comedy|Drama|Romance,,en,,0.71849,Castleberg Productions|Sandollar Productions,United States of America,36.0,7.0,3.3672760000000004,96.0,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",English,<img src='http://image.tmdb.org/t/p/w185//urPxxjylNUHmoNcGkMgHStMTxhF.jpg' style='height:100px;'>
48750,Les Miserables,"In a time of chaos, in a world of change, he was moved by a book he could not read to become a hero he never imagined.",1995-03-22,Drama|History,,fr,,,Les Films 13|Canal+|TF1,France,8.0,6.6,1.4794459999999998,175.0,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",Français,<img src='http://image.tmdb.org/t/p/w185//ePJCk8puXx28CtvpSpmezpwfVt8.jpg' style='height:100px;'>
20927,Bed of Roses,He gave her flowers. She gave him a chance.,1996-01-26,Drama|Romance,,en,,19.030691,New Line Cinema|Juno Pix,United States of America,27.0,5.1,10.412194,87.0,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",English,<img src='http://image.tmdb.org/t/p/w185//kTEpzjzyeYER1WuCm7Seul4Fatc.jpg' style='height:100px;'>
36929,Big Bully,A comedy for the kid in all of us.,1996-01-26,Comedy|Family,,en,15.0,2.04253,Warner Bros.|Morgan Creek Productions,United States of America,16.0,3.9,2.936443,90.0,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",English,<img src='http://image.tmdb.org/t/p/w185//wtFekK9VKWujQW9R9c6sYbir6wm.jpg' style='height:100px;'>
9102,Screamers,The last scream you hear will be your own.,1995-09-08,Horror|Science Fiction,Screamers Collection,en,20.0,5.781885,The Movie Network (TMN)|Allegro Films|Fuji Eight Company Ltd.|Fries Film Group|Super Ecran|Triumph Films,Canada|Japan|United States of America,154.0,6.1,12.758848,108.0,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",English,<img src='http://image.tmdb.org/t/p/w185//aFEs7D7IQ2IehTsniRIojDkiDl6.jpg' style='height:100px;'>
124626,Nico Icon,,1995-02-18,Documentary,,en,,,Zweites Deutsches Fernsehen (ZDF)|Ciak Filmproduktion|Bluehorse Films,Germany|United States of America,3.0,7.3,0.133893,70.0,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",Deutsch|English,<img src='http://image.tmdb.org/t/p/w185//tuIDKBp92R4tGFOB46MofvakfiY.jpg' style='height:100px;'>
27526,The Crossing Guard,"...some lives cross, others collide.",1995-11-15,Drama|Thriller,,en,,,Miramax Films,United States of America,74.0,6.1,5.756462,111.0,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",English,<img src='http://image.tmdb.org/t/p/w185//mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg' style='height:100px;'>
9623,The Juror,There is no defense.,1996-02-02,Drama|Thriller,,en,44.0,,Columbia Pictures Corporation,United States of America,91.0,5.5,6.010579,118.0,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",English,<img src='http://image.tmdb.org/t/p/w185//7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg' style='height:100px;'>
46785,The White Balloon,,1995-01-01,Family|Drama,,fa,,,I.R.I.B. Channel 2|Ferdos Films,Iran,20.0,7.5,1.196256,85.0,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,فارسی,<img src='http://image.tmdb.org/t/p/w185//96UDOJNgJXHmQMJqA79bKS9PR8i.jpg' style='height:100px;'>
400,Things to Do in Denver When You're Dead,Protect. Love. Honor. Avenge.,1995-12-01,Drama|Crime,,en,8.0,0.529766,Miramax Films,United States of America,87.0,6.7,4.486179,116.0,A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,English,<img src='http://image.tmdb.org/t/p/w185//ysKIolKO0376Nl5DV1fDAAPudEq.jpg' style='height:100px;'>
880,Antonia's Line,A motion picture that celebrates everything you love about life.,1995-09-12,Drama|Comedy,,nl,0.9,,Bergen Film|Bard Entertainments|NPS Televisie,Netherlands|United Kingdom|Belgium,26.0,7.2,2.030174,102.0,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",Nederlands,<img src='http://image.tmdb.org/t/p/w185//bIQp2SJrVXiQttv9hXeqliQox0K.jpg' style='height:100px;'>
146599,Once Upon a Time... When We Were Colored,,1996-01-26,Romance|Drama,,en,,,BET Pictures|United Image Entertainme,United States of America,2.0,4.5,0.252287,115.0,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",English,<img src='http://image.tmdb.org/t/p/w185//tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg' style='height:100px;'>
188588,Last Summer in the Hamptons,,1995-11-22,,,en,,,,,0.0,,0.531159,108.0,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",,<img src='http://image.tmdb.org/t/p/w185//pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg' style='height:100px;'>
8447,Angels and Insects,An elegant seduction. An erotic deception. A stunning revelation.,1995-09-10,Drama|Romance,,en,,,Playhouse International Pictures|The Samuel Goldwyn Company,United Kingdom|United States of America,17.0,6.3,2.1516599999999997,118.0,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",English,<img src='http://image.tmdb.org/t/p/w185//1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg' style='height:100px;'>
10534,White Squall,,1996-02-02,Action|Drama,,en,38.0,10.3,Hollywood Pictures|Largo Entertainment|Scott Free Productions,United States of America,86.0,6.3,9.568603999999999,129.0,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,Dansk|English|Français|Deutsch,<img src='http://image.tmdb.org/t/p/w185//3a5nomeyzJF4gG26HouCtce99ki.jpg' style='height:100px;'>
17414,Dunston Checks In,He's about to turn a Five Star Hotel into a three ring circus.,1996-01-12,Adventure|Comedy|Family,,en,16.0,,Twentieth Century Fox Film Corporation|Joe Wizan/Todd Black,United States of America,59.0,5.1,4.814825,88.0,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",English|Français|Pусский,<img src='http://image.tmdb.org/t/p/w185//lXSWbUA3T2o792SYdbfFKFTcSC1.jpg' style='height:100px;'>
13997,Black Sheep,There's one in every family.,1996-02-01,Comedy,,en,,3.2e-05,Paramount Pictures,United States of America,124.0,6.0,8.963037,87.0,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",English,<img src='http://image.tmdb.org/t/p/w185//2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg' style='height:100px;'>
2086,Nick of Time,,1995-11-22,Crime|Drama|Thriller,,en,8.169363,8.175346,Paramount Pictures,United States of America,190.0,6.1,6.848591000000001,90.0,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",English,<img src='http://image.tmdb.org/t/p/w185//3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg' style='height:100px;'>
61548,The Journey of August King,,1995-09-14,Drama,,en,,,Miramax Films|Addis Wechsler Pictures,United States of America,3.0,6.7,0.41142399999999996,91.0,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",English,<img src='http://image.tmdb.org/t/p/w185//hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg' style='height:100px;'>
9095,Mary Reilly,The untold story of Jekyll and Hyde,1996-02-23,Drama|Horror|Thriller|Romance,,en,47.0,12.379402,TriStar Pictures|NFH Productions,United States of America,77.0,5.7,12.866139,104.0,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",English,<img src='http://image.tmdb.org/t/p/w185//Oesh4pN5J2ing4flkgkiVdxILP.jpg' style='height:100px;'>
12158,Vampire in Brooklyn,A comic tale of horror and seduction.,1995-10-26,Comedy|Horror|Romance,,en,14.0,19.8,Paramount Pictures,United States of America,113.0,4.5,9.071127,100.0,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",English,<img src='http://image.tmdb.org/t/p/w185//bH1v8z12ZU7Y6zANgU1B00a86Co.jpg' style='height:100px;'>
9283,Beautiful Girls,"Good times never seemed so good,",1996-02-09,Comedy|Drama|Romance,,en,,,Miramax Films|Woods Entertainment,United States of America,103.0,6.6,4.670562,112.0,"During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",English,<img src='http://image.tmdb.org/t/p/w185//8leYqrAL6EubYjOCZuO6ELPdLYe.jpg' style='height:100px;'>
9208,Broken Arrow,Prepare to Go Ballistic.,1996-02-09,Action|Adventure|Drama|Thriller,,en,50.0,150.270147,Twentieth Century Fox Film Corporation|WCG Entertainment Productions|Mark Gordon Productions,United States of America,459.0,5.7,14.957626000000001,108.0,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",English,<img src='http://image.tmdb.org/t/p/w185//avqUG5RYB93rwSUNL5r16Vtbc9g.jpg' style='height:100px;'>
40154,A Midwinter's Tale,The drama. The passion. The intrigue... And the rehearsals haven't even started.,1995-12-01,Comedy,,en,,,Castle Rock Entertainment|Midwinter Films,United Kingdom,6.0,7.5,0.5133909999999999,99.0,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",English,<img src='http://image.tmdb.org/t/p/w185//6u2N0gn6uUWF4cSdkXmVB8E8q2X.jpg' style='height:100px;'>
406,La Haine,Three Young Friends... One Last Chance.,1995-05-31,Drama,,fr,3.0,,Egg Pictures|PolyGram Filmed Entertainment|Canal+|Les Productions Lazennec|La Sept Cinéma|Kasso Inc. Productions|Studio Image|Cofinergie 6,France,695.0,7.9,12.108196000000001,98.0,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",Français,<img src='http://image.tmdb.org/t/p/w185//jTzBED0leGPwWDqNewye11qzJgd.jpg' style='height:100px;'>
45549,Shopping,No one leaves without paying...,1994-12-06,Action|Adventure|Drama|Science Fiction|Thriller,,en,,,Channel Four Films,United Kingdom,13.0,5.6,2.6576470000000003,105.0,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",English,<img src='http://image.tmdb.org/t/p/w185//jdYL6f0KXnYBcnWnwGtnanJtKlE.jpg' style='height:100px;'>
63076,Heidi Fleiss: Hollywood Madam,   ,1995-12-27,Documentary,,en,,,British Broadcasting Corporation (BBC)|Westdeutscher Rundfunk (WDR)|Canadian Broadcasting Corporation (CBC)|Cinemax Reel Life|InPictures|Lafayette Films,United Kingdom|Canada|United States of America|Germany,4.0,6.8,0.638211,106.0,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",English,<img src='http://image.tmdb.org/t/p/w185//j9k3UTx7OZ0xoCws1oACYQZFF5N.jpg' style='height:100px;'>
