id,title,tagline,release_date,genres,belongs_to_collection,original_language,budget_musd,revenue_musd,production_companies,production_countries,vote_count,vote_average,popularity,runtime,overview,spoken_languages,poster_path,cast,cast_size,crew_size,director
2054,Mr. Holland's Opus,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",1995-12-29,Music|Drama|Family,,en,,106.269971,Hollywood Pictures|The Charlie Mopic Company|PolyGram Filmed Entertainment|Interscope Communications,United States of America,115.0,6.9,7.137117,137.0,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",English,<img src='http://image.tmdb.org/t/p/w185//kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg' style='height:100px;'>,Richard Dreyfuss|Glenne Headly|Jay Thomas|Olympia Dukakis|William H. Macy|Alicia Witt|Nicholas John Renner|Joseph Anderson|Anthony Natale|Jean Louisa Kelly|Terrence Howard|Damon Whitaker|Alexandra Boyd|Joanna Gleason|Beth Maitland|Joshua Minnick,16,57,Stephen Herek
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",1996-01-12,Comedy,,en,,,Miramax Films|Island Pictures|Ivory Way Productions,United States of America,192.0,6.2,11.700115,89.0,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",English|Español,<img src='http://image.tmdb.org/t/p/w185//HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg' style='height:100px;'>,Shawn Wayans|Marlon Wayans|Tracey Cherelle Jones|Chris Spencer|Vivica A. Fox|Rappin' Granny|Suli McCullough|Bernie Mac|Faizon Love|Keenen Ivory Wayans|Kim Wayans|Helen Martin|Virginia Watson|Darrel Heath,14,12,Paris Barclay
19760,Two If by Sea,"A new comedy about love, laughter, and larceny",1996-01-12,Comedy|Romance,,en,,,Warner Bros.|Morgan Creek Productions,United States of America,14.0,4.5,2.174487,96.0,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",English,<img src='http://image.tmdb.org/t/p/w185//kvQl6sJyplWRQ0BGp0E8kBUQKO8.jpg' style='height:100px;'>,Sandra Bullock|Denis Leary|Yaphet Kotto|Stephen Dillane|Tracey Cherelle Jones|Julia Montgomery Brown|Claire Rankin|Jane Moffat|Mike Starr|Jonathan Tucker|Wayne Robson|Michael Badalucco,12,3,Bill Bennett
9536,Bio-Dome,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,1996-01-12,Comedy,,en,15.0,,Metro-Goldwyn-Mayer (MGM)|Motion Picture Corporation of America (MPCA)|3 Arts Entertainment|Weasel Productions,United States of America,110.0,4.4,6.387469,88.0,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",English|Pусский,<img src='http://image.tmdb.org/t/p/w185//pjSkGZAvksrbO6tGain8PJ3rfC7.jpg' style='height:100px;'>,Pauly Shore|Stephen Baldwin|Joey Lauren Adams|Teresa Hill|William Atherton|Dara Tomanovich|Kevin West|Denise Dowse|Kylie Minogue|Kyle Gass|Jack Black|Rose McGowan,12,9,Jason Bloom
11525,Lawnmower Man 2: Beyond Cyberspace,"God made him simple. Science made him a god. Now, he wants revenge.",1996-01-12,Action|Science Fiction,The Lawnmower Man Collection,en,,2.409225,New Line Cinema,United States of America,32.0,2.8,2.49535,92.0,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",English|Magyar,<img src='http://image.tmdb.org/t/p/w185//nsKDpcdC62krEPlCKKjLSHuMwwu.jpg' style='height:100px;'>,Patrick Bergin|Matt Frewer|Austin O'Brien|Ely Pouget|Camille Cooper|Patrick LaBrecque|Crystal Celeste Grant|Sean P. Young|Mathew Valencia|Kevin Conway|Trever O'Brien|Richard Fancy|Castulo Guerra|Molly Shannon|Ellis E. Williams,15,13,Farhad Mann
40628,Two Bits,You're never too old to believe in a dream. Or too young to make one come true!,1995-10-22,Drama|Family,,en,,,Miramax Films,United States of America,11.0,5.4,4.046208,85.0,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",English,<img src='http://image.tmdb.org/t/p/w185//ianK4zwR5Vv4JSDm3sNDh3kH86I.jpg' style='height:100px;'>,Jerry Barone|Al Pacino|Mary Elizabeth Mastrantonio|Joe Grifasi|Geoff Pierson,5,2,James Foley
4482,French Twist,,1995-02-08,Comedy|Romance,,fr,,,Renn Productions|Les Films Flam|TF1 Films Production|Canal+,France,43.0,6.0,2.518051,95.0,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",Français|Español,<img src='http://image.tmdb.org/t/p/w185//lP4BHdzgW2PzdbMYulXIg2o9RqT.jpg' style='height:100px;'>,Victoria Abril|Josiane Balasko|Alain Chabat|Ticky Holgado|Catherine Hiegel|Katrine Boorman|Telsche Boorman|Véronique Barrault,8,8,Josiane Balasko
10634,Friday,A lot can go down between thursday and saturday...,1995-04-26,Comedy,Friday Collection,en,3.5,28.215918,New Line Cinema,United States of America,513.0,7.0,14.56965,91.0,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",English,<img src='http://image.tmdb.org/t/p/w185//z76scMklBnEC91CFqHcvqrS5coO.jpg' style='height:100px;'>,Ice Cube|Chris Tucker|Nia Long|Tom Lister Jr.|John Witherspoon|Anna Maria Horsford|Regina King|Paula Jai Parker|Faizon Love|DJ Pooh|Tony Cox|Anthony Johnson|Bernie Mac|Meagan Good|Terri J. Vaughn|F. Gary Gray|Reynaldo Rey|Michael Clarke Duncan,18,5,F. Gary Gray
755,From Dusk Till Dawn,One night is all that stands between them and freedom. But it's going to be a hell of a night.,1996-01-19,Horror|Action|Thriller|Crime,From Dusk Till Dawn Collection,en,19.0,25.836616,A Band Apart|Dimension Films|Los Hooligans Productions|Miramax,United States of America,1644.0,6.9,15.339153,108.0,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",English|Español,<img src='http://image.tmdb.org/t/p/w185//sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg' style='height:100px;'>,George Clooney|Quentin Tarantino|Harvey Keitel|Juliette Lewis|Ernest Liu|Salma Hayek|Cheech Marin|Danny Trejo|Tom Savini|Fred Williamson|Michael Parks|Brenda Hillhouse|John Saxon|Marc Lawrence|Kelly Preston|John Hawkes|Tito Larriva|Peter Atanasoff|Johnny Vatos Hernandez|Aimee Graham|Heidi McNeal|Ernest M. Garcia|Gregory Nicotero|Cristos|Mike Moroff|Tia Texada|Janine Jordae|Ungela Brockman|Michelle Berube|Michael McKay|Jake McKinnon|Walter Phelan|Wayne Toth,33,117,Robert Rodriguez
11859,Fair Game,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,1995-11-03,Action|Thriller|Romance,,en,50.0,11.534477,Silver Pictures|Warner Bros.,United States of America,54.0,4.1,5.912223,91.0,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",English|Español,<img src='http://image.tmdb.org/t/p/w185//qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg' style='height:100px;'>,William Baldwin|Cindy Crawford|Steven Berkoff|Christopher McDonald|Miguel Sandoval|Johann Carlo|Salma Hayek|John Bedford Lloyd|Jenette Goldstein|Paul Dillon|Olek Krupa|Gustav Vintas|Marc Macaulay|Ruben Rabasa|Sonny Carl Davis|Dan Hedaya|Antoni Corone|Dan Hedaya,18,14,Andrew Sipes
28387,Kicking and Screaming,Anxiety loves company.,1995-10-06,Comedy|Drama|Romance,,en,,0.71849,Castleberg Productions|Sandollar Productions,United States of America,36.0,7.0,3.3672760000000004,96.0,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",English,<img src='http://image.tmdb.org/t/p/w185//186brkmaBmopqcM0dPs71tj9BfM.jpg' style='height:100px;'>,Josh Hamilton|Olivia d'Abo|Carlos Jacott|Eric Stoltz|Chris Eigeman|Jason Wiles|Parker Posey|Samuel Gould|Catherine Kellner|Jonathan Baumbach|Peter Czernin|Eliza Roberts|Christopher Reed|Noah Baumbach|Dean Cameron|Elliott Gould|David DeLuise|Cara Buono|Perrey Reeves|Lauren Katz|John Lehr,21,4,Noah Baumbach
48750,Les Miserables,"In a time of chaos, in a world of change, he was moved by a book he could not read to become a hero he never imagined.",1995-03-22,Drama|History,,fr,,,Les Films 13|Canal+|TF1,France,8.0,6.6,1.4794459999999998,175.0,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",Français,<img src='http://image.tmdb.org/t/p/w185//ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg' style='height:100px;'>,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines|Salomé Lelouch|Annie Girardot|Philippe Léotard|Philippe Khorsand|Ticky Holgado|Rufus|Nicole Croisille|William Leymergie|Jean Marais|Micheline Presle|Darry Cowl|Clémentine Célarié|Daniel Toscan du Plantier,16,3,Claude Lelouch
20927,Bed of Roses,He gave her flowers. She gave him a chance.,1996-01-26,Drama|Romance,,en,,19.030691,New Line Cinema|Juno Pix,United States of America,27.0,5.1,10.412194,87.0,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",English,<img src='http://image.tmdb.org/t/p/w185//e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg' style='height:100px;'>,Christian Slater|Mary Stuart Masterson|Pamela Adlon|Josh Brolin|Brian Tarantina|Debra Monk|Mary Alice|Kenneth Cranham|Ally Walker|Anne Pitoniak|Michael Haley|Cass Morgan|Gina Torres|Nick Tate|Víctor Sierra|Michael Mantell|Zachary Chaltiel|Claire Jacobs|Paul Cassell|Yvonne Zima|Desiree Casado|Aldis Hodge|Jessica Brooks Grant|Jonathan Nocera|Leah Pepper|Donna Jean Fogel|S.A. Griffin|Edith Blume|Liz Sinclair|Al Cerullo|John D. Bair|Jamie Harrold|Adrian Lee|Andrea Leigh|Benjamin Rutkowski,35,181,Michael Goldenberg
36929,Big Bully,A comedy for the kid in all of us.,1996-01-26,Comedy|Family,,en,15.0,2.04253,Warner Bros.|Morgan Creek Productions,United States of America,16.0,3.9,2.936443,90.0,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",English,<img src='http://image.tmdb.org/t/p/w185//eTFKVKCUohXDnPzqhpRQedN15ym.jpg' style='height:100px;'>,Rick Moranis|Tom Arnold|Julianne Phillips|Carol Kane|Jeffrey Tambor|Curtis Armstrong|Don Knotts,7,3,Steve Miner
9102,Screamers,The last scream you hear will be your own.,1995-09-08,Horror|Science Fiction,Screamers Collection,en,20.0,5.781885,The Movie Network (TMN)|Allegro Films|Fuji Eight Company Ltd.|Fries Film Group|Super Ecran|Triumph Films,Canada|Japan|United States of America,154.0,6.1,12.758848,108.0,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",English,<img src='http://image.tmdb.org/t/p/w185//5eD94VJwaui14lBozxRQHWhA06X.jpg' style='height:100px;'>,Peter Weller|Roy Dupuis|Jennifer Rubin|Andrew Lauer|Liliana Komorowska|Michael Caloz|Jason Cavalier|Ron White|Charles Edwin Powell,9,35,Christian Duguay
124626,Nico Icon,,1995-02-18,Documentary,,en,,,Zweites Deutsches Fernsehen (ZDF)|Ciak Filmproduktion|Bluehorse Films,Germany|United States of America,3.0,7.3,0.133893,70.0,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",Deutsch|English,<img src='http://image.tmdb.org/t/p/w185//tuIDKBp92R4tGFOB46MofvakfiY.jpg' style='height:100px;'>,Nico|Tina Aumont|Jackson Browne|John Cale|Paul Morrissey|Viva|Ari Boulogne,7,6,Susanne Ofteringer
27526,The Crossing Guard,"...some lives cross, others collide.",1995-11-15,Drama|Thriller,,en,,,Miramax Films,United States of America,74.0,6.1,5.756462,111.0,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",English,<img src='http://image.tmdb.org/t/p/w185//otL93Cs0pHAc0pR4CF3yAY436tY.jpg' style='height:100px;'>,Jack Nicholson|David Morse|Anjelica Huston|Robin Wright|Piper Laurie|Richard Bradford|Priscilla Barnes|David Baerwald|Robbie Robertson|John Savage|Kari Wuhrer|Jennifer Leigh Warren|Kellita Smith|Bobby Cooper|Jeff Morris|Buddy Anderson|Edward L. Katz|Joe Viterelli|Eileen Ryan|Ryo Ishibashi|Dennis Fanning|Lisa Crawford|Jay Koiwai|Elizabeth Gilliam|Michael Ryan|Matthew Ryan|Leo Penn|Penelope Allen|Richard C. Sarafian,29,11,Sean Penn
9623,The Juror,There is no defense.,1996-02-02,Drama|Thriller,,en,44.0,,Columbia Pictures Corporation,United States of America,91.0,5.5,6.010579,118.0,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",English,<img src='http://image.tmdb.org/t/p/w185//dZ94mKfHmYqwIOd826dF5z5aGnr.jpg' style='height:100px;'>,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt|Anne Heche|James Gandolfini|Lindsay Crouse|Tony Lo Bianco|Michael Constantine|Matt Craven|Todd Susman|Michael Rispoli|Julie Halston|Frank Adonis|Matthew Cowles|Polly Adams,15,10,Brian Gibson
46785,The White Balloon,,1995-01-01,Family|Drama,,fa,,,I.R.I.B. Channel 2|Ferdos Films,Iran,20.0,7.5,1.196256,85.0,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,فارسی,<img src='http://image.tmdb.org/t/p/w185//u6jrlgZZx3zSFPDPTVOYpueljgH.jpg' style='height:100px;'>,Aida Mohammadkhani|Mohsen Kafili|Fereshteh Sadre Orafaiy|Anna Borkowska|Mohammad Shahani,5,2,Jafar Panahi
400,Things to Do in Denver When You're Dead,Protect. Love. Honor. Avenge.,1995-12-01,Drama|Crime,,en,8.0,0.529766,Miramax Films,United States of America,87.0,6.7,4.486179,116.0,A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,English,<img src='http://image.tmdb.org/t/p/w185//bPpdgjkzI76MdIo3deWsLFhzyXd.jpg' style='height:100px;'>,Andy García|Christopher Lloyd|William Forsythe|Bill Nunn|Treat Williams|Jack Warden|Steve Buscemi|Fairuza Balk|Gabrielle Anwar|Christopher Walken|Michael Nicolosi|Sarah Trigger|David Stratton|Jenny McCarthy,14,8,Gary Fleder
880,Antonia's Line,A motion picture that celebrates everything you love about life.,1995-09-12,Drama|Comedy,,nl,0.9,,Bergen Film|Bard Entertainments|NPS Televisie,Netherlands|United Kingdom|Belgium,26.0,7.2,2.030174,102.0,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",Nederlands,<img src='http://image.tmdb.org/t/p/w185//7Yz6IXplDRtasBwRkdv0OguIV0B.jpg' style='height:100px;'>,Willeke van Ammelrooy|Els Dottermans|Dora van der Groen|Veerle van Overloop|Esther Vriesendorp|Arne Bang-Hansen|Thyrza Ravesteijn|Mil Seghers|Jan Decleir|Elsie de Brauw|Reinout Bussemaker|Marina de Graaf|Wimie Wilhelm|Fran Waller Zeper,14,9,Marleen Gorris
146599,Once Upon a Time... When We Were Colored,,1996-01-26,Romance|Drama,,en,,,BET Pictures|United Image Entertainme,United States of America,2.0,4.5,0.252287,115.0,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",English,<img src='http://image.tmdb.org/t/p/w185//tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg' style='height:100px;'>,"Al Freeman, Jr.|Phylicia Rashād|Paula Kelly|Salli Richardson-Whitfield|Anna Maria Horsford|Bernie Casey|Isaac Hayes|Ray J|Polly Bergen|Taj Mahal|Leon Robinson",11,3,Tim Reid
188588,Last Summer in the Hamptons,,1995-11-22,,,en,,,,,0.0,,0.531159,108.0,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",,<img src='http://image.tmdb.org/t/p/w185//qVCkkiAoxh5e1UIKJ4Uo6ILV8qA.jpg' style='height:100px;'>,Victoria Foyt|Viveca Lindfors|Jon Robin Baitz|Savannah Smith Boucher|Roscoe Lee Browne|Andre Gregory|Nick Gregory|Melissa Leo|Roddy McDowall|Martha Plimpton|Ron Rifkin|Diane Salinger|Brooke Smith|Kristoffer Tabori|Holland Taylor|Henry Jaglom,16,1,Henry Jaglom
8447,Angels and Insects,An elegant seduction. An erotic deception. A stunning revelation.,1995-09-10,Drama|Romance,,en,,,Playhouse International Pictures|The Samuel Goldwyn Company,United Kingdom|United States of America,17.0,6.3,2.1516599999999997,118.0,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",English,<img src='http://image.tmdb.org/t/p/w185//qScw5w5NTkmcVvRmrfWmQW4JHpe.jpg' style='height:100px;'>,Mark Rylance|Kristin Scott Thomas|Patsy Kensit|Jeremy Kemp|Douglas Henshall|Annette Badland|Chris Larkin|Anna Massey,8,28,Philip Haas
10534,White Squall,,1996-02-02,Action|Drama,,en,38.0,10.3,Hollywood Pictures|Largo Entertainment|Scott Free Productions,United States of America,86.0,6.3,9.568603999999999,129.0,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,Dansk|English|Français|Deutsch,<img src='http://image.tmdb.org/t/p/w185//aa1f5W4CzZFrAzpO9gfE67HHIb5.jpg' style='height:100px;'>,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto|Ryan Phillippe|David Lascher|David Lascher|Eric Michael Cole|Jason Marsden|David Selby|Julio Oscar Mechoso|Zeljko Ivanek|Balthazar Getty|Ethan Embry,15,10,Ridley Scott
17414,Dunston Checks In,He's about to turn a Five Star Hotel into a three ring circus.,1996-01-12,Adventure|Comedy|Family,,en,16.0,,Twentieth Century Fox Film Corporation|Joe Wizan/Todd Black,United States of America,59.0,5.1,4.814825,88.0,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",English|Français|Pусский,<img src='http://image.tmdb.org/t/p/w185//kn0iqDYsWN4b6u9zmhQCIZg19yR.jpg' style='height:100px;'>,Jason Alexander|Faye Dunaway|Eric Lloyd|Rupert Everett|Graham Sack|Paul Reubens|Glenn Shadix|Nathan Davis|Jennifer Bassey|Judith Scott|Bruce Beatty|Danny Comden|Steven Gilborn|Lois De Banzie|Natalie Core|Paula Malcomson,16,7,Ken Kwapis
13997,Black Sheep,There's one in every family.,1996-02-01,Comedy,,en,,3.2e-05,Paramount Pictures,United States of America,124.0,6.0,8.963037,87.0,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",English,<img src='http://image.tmdb.org/t/p/w185//bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg' style='height:100px;'>,Chris Farley|David Spade|Grant Heslov|Tim Matheson|Gary Busey|Bruce McGill|Christine Ebersole|Timothy Carhart|Michael Patrick Carter|Boyd Banks|David St. James|Skip O'Brien|Branden R. Morgan|Gypsy Spheeris|John Ashker|Jonathan Everett Lewis|James Noah,17,2,Penelope Spheeris
2086,Nick of Time,,1995-11-22,Crime|Drama|Thriller,,en,8.169363,8.175346000000001,Paramount Pictures,United States of America,190.0,6.1,6.848591000000001,90.0,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",English,<img src='http://image.tmdb.org/t/p/w185//yrHSE5HGKQPCCAKVxbl2kbVhcPB.jpg' style='height:100px;'>,Johnny Depp|Courtney Chase|Charles S. Dutton|Christopher Walken|Roma Maffia|Peter Strauss|Gloria Reuben|Marsha Mason|Miguel Nájera|Bill Smitrovich|G.D. Spradlin|Charles Carroll,12,10,John Badham
61548,The Journey of August King,,1995-09-14,Drama,,en,,,Miramax Films|Addis Wechsler Pictures,United States of America,3.0,6.7,0.41142399999999996,91.0,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",English,<img src='http://image.tmdb.org/t/p/w185//1kWPXnCyUo20QCrv8lwQhTFPj9f.jpg' style='height:100px;'>,Jason Patric|Thandie Newton|Larry Drake|Sam Waterston|Eric Mabius|Sarah-Jane Wylde,6,12,John Duigan
9095,Mary Reilly,The untold story of Jekyll and Hyde,1996-02-23,Drama|Horror|Thriller|Romance,,en,47.0,12.379402,TriStar Pictures|NFH Productions,United States of America,77.0,5.7,12.866139,104.0,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",English,<img src='http://image.tmdb.org/t/p/w185//qTOR9GuN46QMfBqEiTddiGFIR58.jpg' style='height:100px;'>,Julia Roberts|John Malkovich|George Cole|Michael Gambon|Glenn Close|Kathy Staff|Michael Sheen|Bronagh Gallagher|Linda Bassett|Ciarán Hinds|Henry Goodman,11,14,Stephen Frears
12158,Vampire in Brooklyn,A comic tale of horror and seduction.,1995-10-26,Comedy|Horror|Romance,,en,14.0,19.8,Paramount Pictures,United States of America,113.0,4.5,9.071127,100.0,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",English,<img src='http://image.tmdb.org/t/p/w185//6lO6P7KhIjoxVOQ9AzjHseQqPz5.jpg' style='height:100px;'>,Eddie Murphy|Angela Bassett|Allen Payne|Kadeem Hardison|John Witherspoon|Zakes Mokae|Joanna Cassidy|W. Earl Brown|Simbi Khali,9,11,Wes Craven
9283,Beautiful Girls,"Good times never seemed so good,",1996-02-09,Comedy|Drama|Romance,,en,,,Miramax Films|Woods Entertainment,United States of America,103.0,6.6,4.670562,112.0,"During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",English,<img src='http://image.tmdb.org/t/p/w185//jAeLsviLiXvpB4t9Q8Mfq5KZWF9.jpg' style='height:100px;'>,Matt Dillon|Noah Emmerich|Annabeth Gish|Lauren Holly|Timothy Hutton|Uma Thurman|Mira Sorvino|Michael Rapaport|Rosie O'Donnell|Pruitt Taylor Vince|Max Perlich|Martha Plimpton|Natalie Portman|Anne Bobby|Richard Bright|Sam Robards|David Arquette|Adam LeFevre|John Carroll Lynch|Tom Gibis|Greg Dulli|John Scurti|Frank Anello|Camille D'Ambrose|Sarah Katz|Martin Ruben|Allison Levine|Earl R. Burt|Trent Nicholas Thompson|Nicole Ranallo|Joyce Lacey|Anne W. Erickson|Oliver Osterberg|Sterling Robson|Herbie Ade|Tammara Melloy|Lori J. Ness|Rachel Oliva|Tomas Settell,39,35,Ted Demme
9208,Broken Arrow,Prepare to Go Ballistic.,1996-02-09,Action|Adventure|Drama|Thriller,,en,50.0,150.270147,Twentieth Century Fox Film Corporation|WCG Entertainment Productions|Mark Gordon Productions,United States of America,459.0,5.7,14.957626000000001,108.0,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",English,<img src='http://image.tmdb.org/t/p/w185//2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg' style='height:100px;'>,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton|Frank Whaley|Howie Long|Vondie Curtis-Hall|Jack Thompson|Vyto Ruginis|Ousaun Elam|Shaun Toub|Casey Biggs|Jeffrey J. Stephen|Joey Box,15,17,John Woo
